record_index,image_name,provenance_file,original_provenance_sha256,original_image_sha256,tampered_image_sha256,image_byte_offset,image_byte_before,image_byte_after,original_label,tampered_label,original_quality,tampered_quality,original_identifier,tampered_identifier,label_tampered_provenance_sha256,quality_tampered_provenance_sha256,identifier_tampered_provenance_sha256
424,148_1.jpg,148_1.provenance.json,0e49e7c2178bab0fb8822afbd614199b576a82881aa18ea38ff90ad3df4365a3,b9e7c71ed1e4d76470696041d5cdb5f4e0cd429267aa27566bbbca3a4152dcc8,9b223baaa088f7a821fb97d4a35ce77ca78344560f64009971a55c0a63265925,56403,138,139,GON+,GON-,5.88,5.89,148_1.jpg,tampered_148_1.jpg,200b7b0b9523263c0a44acbf39fc49d2e9c4ea70e25d6b992ca93490b0099581,250c477082110d2e6fc29d63d35abcc8a63543cf197a2843c5e45621f1ff6f90,b3f704e8fe81617060d6e0ef14fa5ec671292d42bf3a799b266a281c94cf04da
425,148_2.jpg,148_2.provenance.json,27e340f2fef3299485ca540f4a72661a82532102482e2d7b77195a06c3826222,78ca86d9d9ce64c3d94d5ef3da187658b88733cb86726c3ae3895a8e2252326c,931b2bfb65c53160dc314b025551002b2079d773a7bd059782790f492c608d33,63536,184,185,GON+,GON-,5.19,5.20,148_2.jpg,tampered_148_2.jpg,6642aa3aaab04961330a318681f8aaea61c3f55b2d1b1fe74987f3b355b89dba,57b641e0a4d108c7565e754aa486112daabe973df358445871acf12e04b947d1,4e0f6c055adfcbae3cd0d9937e0adeda1afc1bc9d7654ae48fa293da3c2de481
426,148_3.jpg,148_3.provenance.json,757652e29af3f9e0c24d067c69e175fbff67448833d09b0abae0e07cf7591205,b4564ae83d81360df8e941f479a602a7fda4570d492f78a225b3c758ef239023,51e6ccfa9cd8b26a710cb5c8b1a55ab63daa4d633bed8ba8fe01875a7583ec6d,60184,181,180,GON+,GON-,5.33,5.34,148_3.jpg,tampered_148_3.jpg,bca094e7df9cd84a4404a89fc1db2c1e99a17259268fe79f4587076f8d27a76b,42cc226c067c8849725306c47a9c4b670b5996182ec2db54a8118644933854fd,d810a686b3ffa673b6a2cf83b868528f1a309502b3dd5b47006d4737051fca4e
427,149_0.jpg,149_0.provenance.json,7df3dcb0360437466ae09731b99e9592c48dfc86596fa2f403acf508a4c4a38f,d326e59fafe08e054e733c01a160310da03debe251c598e40051129a0c9d8275,31c3e2216a853d2d94bd5fbb71f871d44c0558d0c942ba7d5de454cf4059a7a8,62681,39,38,GON+,GON-,6.34,6.35,149_0.jpg,tampered_149_0.jpg,408644bb8904b7211b085cb6424e141960c94ce3c2c7039c2c713fd468f31b8f,9e775a078ba44b448a2c70346d8a7e71fb1d3a4df9be529c2f554b27edf08536,f0662ea997cf740e085aba2f5ce2275a8bcb0850b093adeaea6bf3cf12b3c64f
428,150_0.jpg,150_0.provenance.json,af67756d804ca43e6fc032b2cbf82d8e20838ef11ce98c0a1cf26d313eb7d308,dd4c2af77cb77adae96f88d8a180b5069df1e8fe05c5daa28bd08874af00e2fc,3e1a5c4ff9fe84e04a65cb666bcec981a4d30e277f9ffcf56e6bf4553417c8b2,61289,82,83,GON+,GON-,6.23,6.24,150_0.jpg,tampered_150_0.jpg,dc306dd41a50fc402b0d91b764b048ed50aaa285711cb1f9338fdb3dfeed077a,4d42ff186d80c9b63de3d4fe2b2537b8a9156f32663f3c2b662252ebe2b7978e,7b0e683d94118a98f9eb432b386d9e14fcbe1e33a95c25248e27d7373bfe8833
429,150_1.jpg,150_1.provenance.json,637ce029964de77cab3cca0081304557a7ef412f30f81964d0d627419c43ecb6,51632445c5a95a50695ea8f3055fb65fde330b0f8ac46b4e444fc5166c22db3e,d20495ed15e35d258f3de21f38fdaaa0205b964f94c22c8fb98b178bff566b1a,60400,92,93,GON+,GON-,6.47,6.48,150_1.jpg,tampered_150_1.jpg,5458f040b38330f26c598fc0688b28edf370deab12e39b71dbe1cee3dd167a73,3f109e4ec884f6ad5ea3725c77c8d5dc0c29fd8824d1c6011f5fc32c90253deb,844cdf99d81c81ecd8c2dd78defa7f6c29826519f719ffee52ef29289789ac1d
430,150_2.jpg,150_2.provenance.json,4ce477b1a0b4408b0c7ee0b8bc678cf3bed792337784d2fb0a3d4273c3394221,8708c0bf45ec43e9ad2718c39ec5dfc19986db18297fcd99603f4f703093cc97,60332f5bbc55e40a47f554758e215a33f8e5f9af619ab43e58573e12b2346305,57453,180,181,GON+,GON-,4.17,4.18,150_2.jpg,tampered_150_2.jpg,f7d57a891ec9405a64eef1263de05b8be45e75a5446f101d3577fa318b2fc8b0,b97f2ce8755bf947380e27398acb3d9477769da677358ae5cf32852a6d60ce13,d1b6963b44d95d9d84d816b4c49b9f229a2fa2e12d67295f4c8199799d5f9af9
431,150_3.jpg,150_3.provenance.json,a9eac2ed417f732e969404e6865052e5ec0e34134b53f168bcebd7a495a8c96c,6c59da6f2e6ec00bb24d853ddcee08f095a237cdb537e86905325f4ccb2798b1,dcf2280e9ba5c0aed6f88492fd3af94bd97d7419967b5851830172b82f26551d,58146,245,244,GON+,GON-,6.68,6.69,150_3.jpg,tampered_150_3.jpg,aaf4675eaaa79b9e04159c5985a4c8f53caf64b020c1877ad4520d5483d2e4b1,c969f1256b08c16fe144ab17247840910c60684ed31be548deb1b8f7c90f47a7,72d19c8444786a958239a8a256a5df0372d80abc343905b9c261f28afa88640f
432,150_4.jpg,150_4.provenance.json,276c9cea1eee35b891c9e13fb51dcc75e32ee6cc66e00c7a02090116bf8d6dbb,9c46ff12c9b9dfed7c8ed7f605de364326afe98f441518bc2072913df4ae4429,921378627eb5359239cce5e3bc0cf601f2405e3b61fdb1d514a9f2858aea242b,60212,49,48,GON+,GON-,5.18,5.19,150_4.jpg,tampered_150_4.jpg,4726426dd090adcbaf388d5f5ed4351521c191465d812e158db974a291ceea66,b20255668882c709777ed7d9fb804957bbfcca5989d45765ebb114746a3c3955,eb7136fd3325c787f8df0c8d77c0bec4b4bd0efa0a0c3a762242a07b8115dbf4
433,150_5.jpg,150_5.provenance.json,ed42b2dd9d0dba6314884792fadcd7b437f927e511e64524551597cfb3a05710,744ae58673775ad02969dbd6a28aa435f1ba7eef825633826fff8fa4620aa477,d6c7fbb6548b19331dbcf2f2c178fb3202f8590116f2bcf101d0149543d1c3d2,62852,153,152,GON+,GON-,7.16,7.17,150_5.jpg,tampered_150_5.jpg,15523caa17812f889566596be0a785a8c20d305d0a78c8d37f0ffa6ac6af50ad,c50b5e6c540b2b3441ce408f5e662ba5819fc90b083209394a1d3ef9753ccbcc,0a956ec61fc57754d28b72d66482970550e29370a97a0f26e75f4d4a4e65f003
434,150_6.jpg,150_6.provenance.json,c883e0a8e0effd75537759c82ff1f23630fa1dfbea8182e26264e80ee6253b44,8dce0db7ceb9332f851af36da2ba03cb05f83f1a956890ad053b28cdbcbaa271,cb6fd97cd066e9d6a0273d8b8dd02f7315e34a546c0023c8182e5480617f28cd,62935,164,165,GON+,GON-,6.29,6.30,150_6.jpg,tampered_150_6.jpg,b44caf64b0b2a527902d8263f744c0200836dccdde4c7a7500f52474667ed4b9,3ffbd7afeae412e8a2e444711dd73ba3a7aa6a0d6e90f276a0d6b92a3b3ab134,637ce05d083a8ca06365029b97212f7ed479b8d69a6adaf78fce0e4067a8c417
435,150_7.jpg,150_7.provenance.json,012c36d1f551ea3d1a1e74f00c484056a93509f8a79ce27a889a50635606c7a0,801dbb39665fde13511b135ae218f3d031c26d4875ce826a150e5a9496d0e8ab,3f6a24ba6891569549dd44060949648cf657e37aaa9cb1e3806337907c4fd9be,56087,113,112,GON+,GON-,4.36,4.37,150_7.jpg,tampered_150_7.jpg,cf19f561e8a9601d4eec9437c5cf78a660fed0c7ab3854b5900ff8b711d4920f,fe9069bee373f1875c4ae2528f4169cb90a31987f7423d1ed01723ff48a411db,72431789c8aee580d721495a9ae2442b6ec027c16a05d366ec6473932c3f1687
436,150_8.jpg,150_8.provenance.json,b28e6923f764b95cd3685494fa6e14ae9c63fcfb3fdc89c342a533abfcb09472,0cae05d3326b22f1e3e6c75b70d474effca25d053edb0bcf2cd585965199693a,977b23830faf9f2dcde18879bd89acf4d6e8e2f0165bb7d062f3b4dd2bee7c08,58395,14,15,GON+,GON-,3.17,3.18,150_8.jpg,tampered_150_8.jpg,d401215b4d53ccc54e2fb460c398d2aa91915f5afd378c5ed78de81177452ffb,75b3cadf027c8de2a9db7de76bca146b1b8005036b675f33f8b42f939310c0f3,3d0c78405bcf141c516d938999756968477feb843e645816580152fae8ee7b7d
437,150_9.jpg,150_9.provenance.json,79b48c37fd4af736389ee1421629a1188573436dc2a9290f6e617b924fb6bf7f,e2ceaaae97569316ebf7d0475dc9397259d3c021215276a409b9a5b1c3bffc46,6eb7451c263816d4e5475d2e7e83676a704b4c2e6c72dbebd01edc07326493b6,60129,128,129,GON+,GON-,5.83,5.84,150_9.jpg,tampered_150_9.jpg,5a9f0ab54307327a834c9b7daf25293c86067fce4200cd63a677179b95320314,46325dff169e50d778605dd617b9fac19d8784b67e059587e271ea147f5d9d54,9ecc118f7874d347951f47a8d237ed56af9899174e7a05531042268c3650c351
438,150_10.jpg,150_10.provenance.json,a0908cb0fbfd2cb07abd0248288b8771994ac5aac2cf7d22fb3fd3967330a77e,7f407a6c5be290c3fefd2bb6e2306a0e9a18ca8d2acbde718d063f8d180be8c9,dbf31bc082304d2ebf52d529927f1dec6406082ab8bf4c24c18a6b8b037269c1,60026,92,93,GON+,GON-,6.22,6.23,150_10.jpg,tampered_150_10.jpg,d662c14644dfd7cb81f36eaa541892eead44f104460dbbc1ce2b8e35902beb83,19ad0c9128df2f51822f51f8a4eb56dcf3f3459636954305ffcec73deaf39cf6,90775b9e8b0a9768b8ca746a0607f90cffaa7f253878aec552e87f23110149e5
439,150_11.jpg,150_11.provenance.json,38a185d87732f35b0fe362a1af756c8b0a331634bcc0931e28df234b956dd7a9,0fa73ad846a38d739cb0bafacd1716b81f39fca7f33244b161d0e58e1eb57fea,13c648e47ffcef835443c3f63cfaf922792ffdfa482e2d625a58c4d8389f7f84,64508,24,25,GON+,GON-,5.43,5.44,150_11.jpg,tampered_150_11.jpg,33b88f108af016698511e07efb7be06aa9ad92898f917ac9095c9cfcede3ff71,c71c12ee53c098ca9233457bf9bbcb47ba058751c57ff24b6e8da9c1b9001c59,8c59f52f5c0519e7d0d8875b912a07403de01db4d2fbfe7adc45c820a3f30d5a
440,150_12.jpg,150_12.provenance.json,a949a9635482d3c4771ff1ba9b5ed08a9f824f1b85a6ccb4f1b47f2142adba33,4b3005c4e8182fbd039207c9d35d6c13d742d9fed40fcfdb5c3b2408db09182c,58aa16550626447b3a0d59c7009e48aac58df282ab1585c2eb519d63be76ea82,65320,205,204,GON+,GON-,6.61,6.62,150_12.jpg,tampered_150_12.jpg,9e372825a5a494b03f0dcc9a6a39ca3a457ee73cb5ae2d03f1ad131754544f88,487154158d81052234ecb95eadbbd8b11525b5ca55a2547cdcdf58540257455a,5d161471601ecae5c27893c507e732adc801eb9b9e0f3d9e1cea031b1a145e53
441,150_13.jpg,150_13.provenance.json,b41c44a4b94b20e360c1e3cfaaf16b4dfb4443af093af6e29b9f29d273ebc5c2,10ef498bd3f882318397370489d989af7cb06c02f46d51a76a213f3b55f4a8ca,1e4993fa3a09d45b2645960f6683090ad074d262d99667da7c80eca33951c02a,61552,38,39,GON+,GON-,5.01,5.02,150_13.jpg,tampered_150_13.jpg,10e9e23a706e4986a792cd9a572a5040f2f61f9a016d517c19704cc67d8563f6,f481ba478088d2361c3f3ba3d0cb9b7c3c90f9da555580323952ce59df2bc79b,7be5b10c06f13b336c4a2dda75b112009942920d6337827ea433249a8f78a1e8
442,151_0.jpg,151_0.provenance.json,24ab625094055eec2f7e11504cc1d9d604c796666dab6ef425621e7b22a7761c,18dcd52b25b870ebe0c96d25e1049f98455e391d304fdc44198ea11213300968,a4869298a5bc1bcd2095f97a8c2f3c459c958a9a5bacd410f844cd874f4e671b,59866,154,155,GON+,GON-,5.94,5.95,151_0.jpg,tampered_151_0.jpg,39aac1a1ffd06747c090a517d2093fbd4cd4411b9c308a0f39f2416772e4ef2a,f2cd245b8d0ade1b87fd3692a22f99807ccb18b03690903910223bd044df99ce,01f09b1f08d7c6eaffda9993eb5fd883d128a81cc585d5690a1dd6a087728798
443,151_1.jpg,151_1.provenance.json,40eb4c06330e19487cbf84426fad109f2ad7de3c0bdae2a8a281a7ac9733228b,ee5e1b1e65f4fcc4cfef8c69fa056f41711bbf8374b63a28676a8aae449be1c4,59f6d7b4c2d9b582bfdd958b597136cd0b3e07cd0027f258ab2229a521398055,54070,128,129,GON+,GON-,5.10,5.11,151_1.jpg,tampered_151_1.jpg,7b96f04110b17d4649d361cc3b83ef12c54ce493ad44a82d8f56ecd6cc3c843a,22e49a52246a1737514c1449133b0e7c08c18a9ea122a8553a70746d558f5da4,720b3a45541863541d3d3460ff777f954c1e2ef254012db7c50f8236eb96baf4
444,151_2.jpg,151_2.provenance.json,ee2575730cc2d2ef8d2147db9bc504f329a66c7c7797088a0a4306f36a1597d8,ad0bb42ae1e023c644d7466a0b089f5c7ca0782c8cb72805520d28940a7410bb,4c17fceca0a296d9fdefc7c4f2717ac58ae3e64d791a39e8de68b90e5fad6744,56098,84,85,GON+,GON-,5.65,5.66,151_2.jpg,tampered_151_2.jpg,131838558c236580d5e62338decb3488fb41766834fdcb860bdb2f1101e44a4a,abf7a6d86e2ccd816daed43736e4ad4fe5d5aa8d599301ad34851e3b42bf0fce,f667a5c8086454c7dcc3a37e6409053bf3be6803fb08eee31446ef6d9cdbdf5c
445,151_3.jpg,151_3.provenance.json,cd083fb2e18c72684178a59649f2e950927be68e189d320096e7ef0af0f3e5e0,1c7428ffb7c3ee94682b22f60e8fa828d9a0e4a4a7ac7a94a884d1a89ada5351,1b01c11b14c5143bdb04dedfe89021d77bcd1b8982e672ca2d6356c3d6dd3a64,54023,51,50,GON+,GON-,6.82,6.83,151_3.jpg,tampered_151_3.jpg,0dae0f29c510170846f4a9bf45a5d7be7e24df40310503009246c04b1efa4c61,508c84da883bc6348b339848c5c67c94d18a6704f5f4b78af07aaf2041bef5fb,45f2e10b1beca516bee88834c9370fcd5bab56c4bbf37c4dc40aef7b6cbfd27f
446,151_4.jpg,151_4.provenance.json,3c684409f976bca7b6ceeaeb2684af582ea7336b492378a0204039a1ee68cc4c,b04123f3b623df8daf4260a117fece20f018ddf87da71e7ecdaffa31395929fc,f146c85f6a3e19bf4f713938efd75b505e6cf5ed0de25b15e3e7e4d15d1cbc4f,58571,26,27,GON+,GON-,5.97,5.98,151_4.jpg,tampered_151_4.jpg,f04b07cd777baef3d7d78e12f04e73553c6522c168be130fca308c2e9c78fb01,e20d0a394f5a649297f7385b77a7408dfdbe1dd3fbe4990fd645d9cccfc477c5,ff512b4a0f07312c99e9a7ebec278b1d533761569ff9b87e2d74371fa9c5cd91
447,152_0.jpg,152_0.provenance.json,ff9604616997e910730476fc90720bc14d3d7f50c14f46935e33331fc3b966ad,930eef0c5e65b4df1f4f20f790da5cc83c8255d42378869b55d7451037acfa07,3f61de39178b0f354a1e27b2602671f7e602ab9ecece901fc26954ac8a7b1bad,62030,81,80,GON+,GON-,5.80,5.81,152_0.jpg,tampered_152_0.jpg,a75fab825e263f39eeb8efc31f401a8ad4260bd17e2f145d56e48b28ee39fe5e,564470e2e1a84546f824d12f54d9228492880fdfa8eea6acefea5e16dbd97d9f,933b4cdfea187fe16fe23c7c80337cd5ddfd6e1ea58d1b6662c45667ece01ce9
448,153_0.jpg,153_0.provenance.json,ffb5527443a4d26b40be8c58af2e82f4090d9950b3e76922733fd6118aab83a1,be29116cb6df3b6b26d1cda1116769fcd8a4510bf5969e86eb9cf96cbf1d2151,42a69575c974e700f8565b56167b5066f37a60f174d61153762f10e73cdbbf40,57089,209,208,GON+,GON-,6.49,6.50,153_0.jpg,tampered_153_0.jpg,4d11a5c7cf67c86916fa4bfdd8b03246f4adf1337eb7043054e3dbdbb2c988e0,fe5ce9dacf4a9693ea8868b7f4b4649f627aeb80bba7d900a51ef48318aabf5b,73d22d3c93ca3380191520ed86d9b2d5a8fc285c98084334c562ccee91516630
449,153_1.jpg,153_1.provenance.json,3bace9d7c856b2b1e7620f4926797f6fe4733dd97a31949b093aa78193d4207f,b61b2fb9de6e7f041b955c8359b82347cfe92063c75b3a0234c90686980996b2,ff8e8b714bd268a7cc7488951e1627c04fa59a5afcbf518e78022acfaf15086e,62627,171,170,GON+,GON-,6.79,6.80,153_1.jpg,tampered_153_1.jpg,66b81e8efbe92ca0e7d638f9bd111418b3be8eae40c7fffd3bee229ddad893f0,41fb753dbbea313b074becd298485c70a91d2f99e7d6f9a0832b1cf1027f82e9,cde361b24d2f56ecbe0d529f726eebb6fb8dbbcde616084cc9142e4c4feac973
450,153_2.jpg,153_2.provenance.json,3b7984db6a0f184b4129b0d60c26e701c1892c5286f38a475286a788c6384fc3,4da22405ec7956efc3479969a5fb4065e8d593534aae1ecd8fc36b5bd4e55bee,b9eb70fee19ff413a2fe9f051db995f86ef019b7ba3cdc15e7fb083fa7c095c4,61552,21,20,GON+,GON-,6.17,6.18,153_2.jpg,tampered_153_2.jpg,3a983ae6a1944764cc9cd8893bd4a6d61e4774f77195e46ce8245f009f30e027,1e4b9cc8e8cf69b9f4713ddb6e4ac6573f24d45cf0e9e0a908b2a69e28d51a89,867c989e391ce521b6701300dc106cae2dd6d9f1622835227da482c2a0247941
451,153_3.jpg,153_3.provenance.json,78688467c570c684b5e7cb7a7a7d7b3206fc48e4b6971fb19bee311ae46ed995,5a545d74b126aba061edeba541f150730ef1fb48f6769cd9f6d43d98ad65ffd0,e8338bbabaea75222e4c0ba10dc284b181f33bda0a4a49c36eec3d5b1020e6a3,67317,192,193,GON+,GON-,6.66,6.67,153_3.jpg,tampered_153_3.jpg,b1eb89c2b51f694329d6437ecd91ebed0ef52e5aa43f695f58d3a8865e152ff7,99b56b067923315eb904ab1c474ffb2b013138788e2c64fa3bd7ffee510b3ea7,7e96d90b25e4e48f28bd79584665f274d6ad25755e01d91a6bbc2a7ce32d2b07
452,154_0.jpg,154_0.provenance.json,bc1b769d4e172e915bd8598cf722f6100c0508550fd36c92fd3371f93c91c92e,570d61ac0855afe3c0de8fcef15f803e4153ae08f10a703d095e5680eb327d02,329f51d5edd13b8f19adb2f6df51a01695260e41d82b40ef5f1086b3928beaec,65650,119,118,GON+,GON-,5.87,5.88,154_0.jpg,tampered_154_0.jpg,a673df9744762b46f6b259c5599e3f35821097e98393f591dccf01e4868ad26f,761294560e3850b155818138ae102cc9c5bddc589d186a379fc933717e3338f4,fc30f854e5bdfa3a014b19e77a8bd9c1cc8e87bd0d715230cb72cc5315eca1ad
453,154_1.jpg,154_1.provenance.json,b0c022b24c1166fa33576a0f6e3a685260b90fafb005c03441e11ab38f27224f,9aaf6b455c578da9768f2058aed3e3a5e3fc9aa6297a249df1073ddefb341402,95e2a7aea6420b63242c4bc65a8272232bdbf0579b5fb11bc1bf6bfdea30cb8f,72742,175,174,GON+,GON-,6.86,6.87,154_1.jpg,tampered_154_1.jpg,0b235a689d8c3685212308228321fb5872c78716d81e2a14dc927720a12df914,4efc504a852de891ac539a3256419dea7390a2ed87d81aa7a1d72dfb22eebc11,2a5f1a3fbf4bd97a39d830ac115491b2d366321c5bf5ecc55157975370c09eb0
454,154_2.jpg,154_2.provenance.json,63371eba10ac5f22421a4c3819b91a696e185a3f96aca8f9009c5adad8bc4227,ac447e738eee9da81f3a18d095b9e318fda6594181bdaf501aa7763537d43c6b,c0e2535e30c1af740778731bb316d034ec03132fdf5688151dcc49e0cbdc9db6,60161,140,141,GON+,GON-,6.57,6.58,154_2.jpg,tampered_154_2.jpg,8130703ba8ab4e5e81f8d1d547680484f9e0d3adead951dff91731bbac84f25f,6ca3d1798e3e041a258506a357c86b50d0bd239c455ab33a076ab64bcddbb73b,8d392977ba62c8df6e50804475e01d364214706e50d669cd21b8beb178e420b9
455,154_3.jpg,154_3.provenance.json,c79d71e6b2795b4af0c83db89798e22d840248aea2d1d6e3433b169bc8553e73,11cb526eeb12624a089f40fd9de815ddb52a46f95fc8e3abe5139eeacf04def9,6d94f4838b52cce2a64219a0b2ec10b09d0e56a3687127938d30e7df6b08e195,74601,38,39,GON+,GON-,7.10,7.11,154_3.jpg,tampered_154_3.jpg,70a025ed206162833e5f5516a13f86d4f002444dd4ed89cadc233cc67e7d6ae1,66a73a8ba3bf0424e15885ffc1df8dcb9e6beb4919a6e1f3d9ba6a354bd2267d,8f0df53cd3c3c699b7c847395a8432c87df8bdbd0bb77a25d8ba81091db78d2d
456,154_4.jpg,154_4.provenance.json,94f866e458d649138204a62b39ab37c58f7ad0511bfbc537e90320751e01b22c,e846d2a3f84bdc3d0eee573d408d90fccdf920ac0115dca0b849413e1d84fc92,e6f1feb97f51aaa6fa625b60f5a8d9aa9a79f5e215cd81bf80690b206e5e58c6,64504,148,149,GON+,GON-,6.09,6.10,154_4.jpg,tampered_154_4.jpg,23b7697e9f57bc28c3f5c8711ac997a65ac73dd5db736b9071d85400e9db2473,5df36401a6ae17b61126211ac41e986a40894c2a69b9fde8bdeb99b16a807f9a,08c0de335c73fc9197718fa991c1260f468b089380381f3ae70d3cc71638ccfe
457,154_5.jpg,154_5.provenance.json,385bf03a1e374fe315e859e9949bdfeffa49c948d68c65676550c30bb76ad357,88c05f71ac07c5f8a9e11a2d2ac5113f8fd6e30dc4a8333b431f14c3b61a5afa,b0f3254422f8ac37eb03a6d292140a70176c9647e73c44b467e66afdb7dd0cd3,72263,218,219,GON+,GON-,6.82,6.83,154_5.jpg,tampered_154_5.jpg,c626345277aafeb2e3b44f6855a848b2f02adb651a4d6c29d57ce5c37bbd362c,9a4f26dae72cf5c94c8a24c82618e93adc9fef25a8ecbb054d597a9114787b33,3cac2896d0e28dec20425264e142e60f2734dafd3ed5de300fbe8a598ef81479
458,155_0.jpg,155_0.provenance.json,ee2c3d667347ded5d94d4a8beeb7511b2c777308345da3efdd1bedf87c802119,ac8564954abe6a3e83f054625d490379efb4f0493f479b8548c88eb2b8f1311f,fdb78bee922bf6c0be9d7fbb1005a0641660d5f77cfcfed38aaeac961837002f,52431,192,193,GON+,GON-,4.11,4.12,155_0.jpg,tampered_155_0.jpg,9f6c041a0be0bf32d9d61dba1f0d5e02813c376d25db977c5ca8636aed4c515e,76c12a018ff848877fe4861522d16dbf0c71ad81262c7a1175f919eedb4bea70,19a5270e35b7baa04e36823a6c8789f1842c6fb65c0de5052205ddf77120c771
459,155_1.jpg,155_1.provenance.json,e2fe2a9f3f1af95d2bcba5728026fa96385a2cf9a18bc175a12287fc40438a29,6f0f030188f59a97d4e8e6c128a724f59b576abadf1f78a939ccd9295b78a91a,48011032325c678dfdf0428afdf030b04ea1f3ea00ad4a1f400a96f786aa8428,59575,102,103,GON+,GON-,3.46,3.47,155_1.jpg,tampered_155_1.jpg,c91b704493691d43bc633c4cd2441caf833e35772f07755edbfad132fcfcde4a,4c90496170c6afc6f328a2dc104dd3b6d962266173751d6180096e7b45698d7d,78c5431eb8776591fb0b6669d464ecc4c381691c66e01cbdd2eb9e2d0582bd9a
460,155_2.jpg,155_2.provenance.json,f4579c71d2f26bd791b5a4e7e7a199ae4db24c19d8acd590740f284f728b1f20,c4fc03ef24c3b36afdd3fb87df86c7d0f031aee40b20c64ea0a2d261af44e80a,d52aa401e7bea8247133c0a9d2e4befe4c3ad37c8448d6f69cb94dbb739b1306,61008,20,21,GON+,GON-,3.23,3.24,155_2.jpg,tampered_155_2.jpg,ac4a0515007211781ec8e31bf3c5066ef0d5b112fcd05a5476e1f1871a900d9f,0d8d3e343ccab3899606986855845d31ce90f7c3ec8568dc6eb4374dff05e44a,2fa1a14cb4800d4c80d2b097c03c1d16fc7a476b2053e3fafe97c1361fb022d2
461,155_3.jpg,155_3.provenance.json,3ff067c2832c50c5c7eb79fb44ec82198203becfe8c9821a2381ea147f449e98,c9b20dcf3162f139ad93b8e3df37a091ed649e2ca31f1134c9d9a8be6f131dc9,25154b66fd82477af498ee4a9642518dec1cb92181c2ff34c3ca6452c2b20bd6,56686,98,99,GON+,GON-,3.94,3.95,155_3.jpg,tampered_155_3.jpg,49b012d8d906c28190e020a7da37733d40334b232f54fef7e2bc35eba534f5b2,748fa706d867330f49a9a50ef66eb085458b68132deaaa36cfb55de1a2d4d996,e3fd4f403baf9275e2ef8443e16a398ac2cfc30e2a1d05fd5b3c795cc9be8914
462,156_0.jpg,156_0.provenance.json,d67aacc7f0743a45810eb488ce9e106f8aea706ef484b535b0805a03b5e32a57,24f09a64323479f222925afcba328778f096a061ddfe023d26bce502c04d059b,950a3ce164b09987bbf5fe681ad7d9a31846382db2fb4ba777ec23359862a563,63028,122,123,GON+,GON-,6.35,6.36,156_0.jpg,tampered_156_0.jpg,db37e1b47478c9e4fa75b7624669f06d6f2ed15928d21290485183d1f83f736c,fff0d65d0f70895e651627df9e58803ab5ea42995e4cd3629c90236d0cbd4a57,613bdfbed435f38dd5ece8ab38c8b0f435a884e47a96376441869fd923217834
463,157_0.jpg,157_0.provenance.json,48382e2c1435ada55fb41d9e40f77e436b24b84b2a1c7d82d1e37b30f3c6ddbd,73b1009b647f57ef4e7095fb8439d2c229867cd92f71ccfaa647288b3317f47f,b9c0c1f2f9612d701fca86249804bfda467dd0ebc508516f067de66fa0be2822,56921,62,63,GON+,GON-,6.94,6.95,157_0.jpg,tampered_157_0.jpg,ceb55e9350faa933b086b1529137e68b541bd3d3c26a552f9807d06eb7ad0e80,b4f252619aa94bfbf394681b004c5846b7d8918f85214aee54babd32ccc910f3,a4e3be0a3afd24b3d5e9167fbcd6e1c934693520e0acc8679963c39afcbc9e9c
464,157_1.jpg,157_1.provenance.json,0e09ea7f7969fdf60364ac5c8c4c663cae2d9cfe048c4389bcc90cc825155d0a,6212538954298b0ef76471cadfda6c944e1ae451e0acb66505042028c9a0fb83,3d6e2891b58dd05db4359bd743651a1774ff13a0ac469a43f6289e6536121c79,62216,111,110,GON+,GON-,6.99,7.00,157_1.jpg,tampered_157_1.jpg,d3bfb738374584cce5ae3816cf7c79d746f95866a7f8dbad0143046e1fdf6743,ada41bb0f27ef0a9c67ec96bdd4bf746ed8bc38c068569fe73486b6567708da5,2bde9de24e0d56230a96a9b8b017eda9f62d9e476ace5b0e9b7896108a204706
465,157_2.jpg,157_2.provenance.json,958cc13d3de1827cd3210a44d02c841e0bcccc80d2fa93301edffb100248521e,b762b3dba1bb857ce5c4860af9eb3bd8278a2d8f60edb8c5c7c51e02c622312a,cea513b84a6bb64e648ef221965086db67ac647d7db73141fefa91e8456f0f67,53913,49,48,GON+,GON-,5.58,5.59,157_2.jpg,tampered_157_2.jpg,f2524acc29a62f1b04b5b991d553f09b7f2aa47af7e4ec074bdc1fb37ca2297a,8d6daa231706688cad9e036771449f6a831f8435c6672ab8de04cf21e8229349,9babac8ffa0393f6acbe1e942c7b9bdb2c5f1ef0572d39a0fad57b9ddfc1cd05
466,157_3.jpg,157_3.provenance.json,873eae0377618a2b1e3b497cdc7f1e7df645a2121a523090c3e5c95337a2ce33,9b0ac974f949c6bf6611a4e8b87a91740be2d44b78e2e89054d8f6ce9b433fde,982aa41428e24bedb93c5f8d6beeac39baec5684318e74dd8b3db2df34c8f545,70507,65,64,GON+,GON-,6.31,6.32,157_3.jpg,tampered_157_3.jpg,525967f36ff74824b37aa39b6c84fecb6e257737f9d5a3416b36081ad079988c,3746da719b1830ac3abadf60ffba2cd9b37c5a6a42353bd707f21b113311b868,c8750e79220ab73e74730885bca62de1d35f6f09fc353ad9041a5b4443ad7721
